,ECO Code,ECO Name,Number of Master Games,Number of f6 moves,SF Eval,No f6 Eval,No f6 Delta,Colour
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 c5,B09,"Pirc Defense: Austrian Attack, Dragon Formation",1888,0,49,56,7,C1
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Nd7,C96,"Ruy Lopez: Closed, Keres Defense",1885,0,66,73,7,C2
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 a6 8. Qd2 Rb8,E84,"King's Indian Defense: SÃ¤misch Variation, Panno Main Line",1876,0,69,73,4,C4
1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. f4,C05,"French Defense: Tarrasch Variation, Pawn Center Variation",1868,0,63,69,6,C2
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1,E95,King's Indian Defense: Orthodox Variation,1850,0,43,39,-4,C4
1. d4 d5 2. Bf4 c5,D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",1850,0,10,10,0,C3
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Rc8,B78,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line",1845,0,37,68,31,C1
1. e4 e5 2. Nc3 Nf6 3. Bc4,C26,Vienna Game: Stanley Variation,1844,0,-1,-1,0,C2
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2,B49,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",1844,0,33,42,9,C1
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3,E20,Nimzo-Indian Defense: Romanishin Variation,1843,0,-17,-9,8,C4
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4,B13,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",1836,0,16,19,3,C1
1. e4 e5 2. Nc3 Nc6,C25,Vienna Game: Max Lange Defense,1835,0,4,25,21,C2
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 a6 9. e4 c5,D48,Semi-Slav Defense: Meran Variation,1830,0,21,29,8,C3
1. d4 f5 2. g3 Nf6 3. Bg2 g6 4. Nf3 Bg7 5. O-O O-O 6. c4 d6 7. Nc3 Nc6,A89,"Dutch Defense: Leningrad Variation, Matulovic Variation",1829,0,76,80,4,C0
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3,C47,Four Knights Game: Glek System,1827,0,-22,-21,1,C2
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qc7,C18,"French Defense: Winawer Variation, Classical Variation",1818,0,63,84,21,C2
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. Be2 Nf6,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation",1803,0,34,32,-2,C1
1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bf4 O-O 6. e3 Nbd7 7. c5,D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",1803,0,34,38,4,C3
1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 d5 5. Nf3,A90,Dutch Defense: Classical Variation,1800,0,40,42,2,C0
1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. g3,A61,Benoni Defense: Fianchetto Variation,1797,0,29,37,8,C0
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Ba6 5. Qc2 Bb7,E12,"Queen's Indian Defense: Petrosian Variation, Farago Defense",1784,0,23,37,14,C4
1. c4 Nf6 2. Nf3 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. d4,A39,"English Opening: Symmetrical Variation, Mecking Variation",1779,0,32,37,5,C0
1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. e4 Nc6,A42,Modern Defense: Kotov Variation,1768,0,83,89,6,C0
1. d4 Nf6 2. c4 d6 3. Nc3 e5,A54,Old Indian Defense: Ukrainian Variation,1767,0,59,63,4,C0
1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Qe2,C42,Petrov's Defense: Cozio Attack,1764,0,10,10,0,C2
1. d4 d5 2. c4 e6 3. Nc3 Be7 4. Nf3 Nf6 5. Bg5 h6 6. Bh4 O-O 7. e3 Ne4,D56,Queen's Gambit Declined: Lasker Defense,1753,0,19,21,2,C3
1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7,E07,Catalan Opening: Closed,1748,0,36,35,-1,C4
1. e4 c5 2. Nf3 a6 3. c3,B28,"Sicilian Defense: O'Kelly Variation, Venice System",1748,0,41,37,-4,C1
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O c5 7. Nc3,E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",1742,0,33,33,0,C4
1. e4 e6 2. Nf3 d5 3. Nc3,C00,French Defense: Two Knights Variation,1739,0,-8,0,8,C2
1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. e3,A57,Benko Gambit Accepted: Modern Variation,1736,0,59,60,1,C0
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 Bd6 9. O-O Bb7 10. a3 O-O 11. Qc2,D46,Semi-Slav Defense: Chigorin Defense,1735,0,20,26,6,C3
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3,E36,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1732,0,3,11,8,C4
1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Nc6 6. Qa4 Bb4+,E04,"Catalan Opening: Open Defense, Modern Sharp Variation",1730,0,21,27,6,C4
1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6,A96,Dutch Defense: Classical Variation,1729,0,57,51,-6,C0
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nge2,E70,King's Indian Defense: Kramer Variation,1725,0,31,32,1,C4
1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6,C28,"Vienna Game: Stanley Variation, Three Knights Variation",1722,0,9,14,5,C2
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4,B64,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",1719,0,56,72,16,C1
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Bg4,D25,Queen's Gambit Accepted: Janowski-Larsen Variation,1719,0,60,56,-4,C3
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. d5 e6 8. Be2,E77,"King's Indian Defense: Four Pawns Attack, Normal Attack",1718,0,14,14,0,C4
1. e4 e5 2. d4,C20,Center Game,1707,0,-13,-12,1,C2
1. e4 c5 2. g3,B20,Sicilian Defense: Lasker-Dunne Attack,1701,0,-21,5,26,C1
1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 exd5 5. Bg5 c6 6. Qc2,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",1693,0,15,21,6,C3
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5,C17,"French Defense: Winawer Variation, Retreat Variation",1682,0,65,100,35,C2
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Qb6 5. Nf3 Bd7,C02,"French Defense: Advance Variation, Wade Variation",1680,0,49,64,15,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3,C82,Ruy Lopez: Open,1661,0,43,38,-5,C2
1. d4 Nc6,A40,Mikenas Defense,1659,0,81,88,7,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4,B17,"Caro-Kann Defense: Karpov Variation, Modern Main Line",1657,0,33,48,15,C1
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 d5 6. Bb5 Ne4,C56,"Italian Game: Scotch Gambit, Max Lange Attack",1648,0,10,22,12,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. d3 d6 9. c3,C90,"Ruy Lopez: Closed, Pilnik Variation",1644,0,2,0,-2,C2
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2,E09,"Catalan Opening: Closed, Main Line",1641,0,28,35,7,C4
1. d4 Nf6 2. c4 b6,A50,Queen's Indian Accelerated,1640,0,58,56,-2,C0
1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 O-O 5. Nc3 d6 6. Nf3 Nc6 7. O-O Bf5,E62,"King's Indian Defense: Fianchetto Variation, Lesser Simagin (Spassky)",1631,0,87,89,2,C4
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3,E24,"Nimzo-Indian Defense: SÃ¤misch Variation, Accelerated",1629,0,-16,-13,3,C4
1. d4 Nf6 2. c4 c5 3. d5 d6,A56,Benoni Defense: HromÃ¡dka System,1628,0,69,80,11,C0
1. e4 e5 2. d4 exd4,C21,Center Game Accepted,1627,0,-15,-8,7,C2
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 e6,D17,"Slav Defense: Czech Variation, Wiesbaden Variation",1625,0,59,62,3,C3
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 e6 7. Bxc4 Bb4 8. O-O O-O 9. Qe2,D19,"Slav Defense: Czech Variation, Classical System, Main Line",1624,0,24,26,2,C3
1. d4 d5 2. c4 dxc4 3. e4 Nf6,D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",1624,0,35,53,18,C3
1. c4 e6 2. Nc3 Nf6 3. e4 d5 4. e5,A18,English Opening: Mikenas-Carls Variation,1622,0,16,25,9,C0
1. d4 d5 2. c4 e6 3. Nc3 a6,D31,Queen's Gambit Declined: Janowski Variation,1617,0,34,42,8,C3
1. d4 c5 2. d5 Nf6,A43,Benoni Defense: Benoni-Indian Defense,1617,0,67,72,5,C0
1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 Bxc3,A28,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",1615,0,-4,6,10,C0
1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. d4 Nf6 5. O-O,A08,Zukertort Opening: Reversed GrÃ¼nfeld,1614,0,35,32,-3,C0
1. e4 Nf6 2. e5 Nd5 3. c4,B02,Alekhine Defense: Two Pawns Attack,1614,0,73,112,39,C1
1. b3 Nf6,A01,Nimzo-Larsen Attack: Indian Variation,1614,0,-5,10,15,C0
1. d4 d5 2. c4 e6 3. Nc3 Be7 4. Nf3 Nf6 5. Bf4 O-O 6. e3 b6,D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",1613,0,19,30,11,C3
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5,E25,"Nimzo-Indian Defense: SÃ¤misch Variation, Keres Variation",1611,0,14,28,14,C4
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O Bg4,B08,"Pirc Defense: Classical Variation, Quiet System, Parma Defense",1610,0,43,53,10,C1
1. d4 f5 2. c4 Nf6 3. g3,A86,Dutch Defense: Fianchetto Variation,1609,0,47,51,4,C0
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4 Nxd4 10. Qxd4,B65,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",1593,0,48,58,10,C1
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4,C51,Italian Game: Evans Gambit,1590,0,-18,-8,10,C2
1. d4 c5 2. d5 e5 3. e4 d6,A44,Benoni Defense: Semi-Benoni,1584,0,146,143,-3,C0
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7,B68,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",1579,0,40,42,2,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Nf6 6. Nc3 Nxd4 7. Qxd4 d6,B36,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind, Gurgenidze Variation",1579,0,47,55,8,C1
1. d4 Nf6 2. c4 e6 3. g3 c5 4. d5 exd5 5. cxd5 d6 6. Nc3 g6 7. Bg2 Bg7 8. Nf3 O-O 9. O-O a6 10. a4 Nbd7 11. Nd2 Re8,A64,"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line",1577,0,33,14,-19,C0
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4,C56,"Italian Game: Two Knights Defense, Open Variation",1561,0,-7,3,10,C2
1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3,A54,Old Indian Defense: Two Knights Variation,1561,0,61,59,-2,C0
1. Nf3 Nc6,A04,Zukertort Opening: Black Mustang Defense,1549,0,47,54,7,C0
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c6 7. O-O Bf5,E62,"King's Indian Defense: Fianchetto Variation, Larsen Defense",1548,0,36,39,3,C4
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. g3,B07,Pirc Defense: Sveshnikov System,1544,0,19,23,4,C1
1. e4 e5 2. Nf3 Nc6 3. c3,C44,Ponziani Opening,1544,0,-32,-27,5,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Bb7 10. d4 Re8 11. Nbd2 Bf8 12. a3 h6,C92,"Ruy Lopez: Closed, Smyslov-Breyer-Zaitsev Hybrid",1544,0,28,32,4,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d4,C77,"Ruy Lopez: Morphy Defense, Mackenzie Variation",1537,0,-12,10,22,C2
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Nbd7 11. g3,D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",1530,0,76,57,-19,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nge7,C70,"Ruy Lopez: Morphy Defense, Cozio Defense",1526,0,62,73,11,C2
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 e6 5. Nbd2 Nbd7,D30,Semi-Slav Defense: Quiet Variation,1525,0,28,32,4,C3
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Nc3,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1525,0,8,12,4,C2
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. c3 Nf6 6. e5 d5,C54,"Italian Game: Classical Variation, Greco Gambit",1520,0,6,31,25,C2
1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. d3 d5,A05,King's Indian Attack: Wahls Defense,1520,0,-16,-11,5,C0
1. Nf3 d5 2. c4 c6 3. b3,A12,"RÃ©ti Opening: Anglo-Slav Variation, Bogoljubow Variation",1504,3,-12,-15,-3,C0
1. e4 c5 2. Nc3 e6 3. g3,B23,Sicilian Defense: Closed,1491,0,12,14,2,C1
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6,A26,"English Opening: King's English Variation, Closed System, Full Symmetry",1489,0,23,25,2,C0
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e6 7. g4,B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack",1480,0,0,6,6,C1
1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Nbd2 d5 5. e3 O-O,A48,"Queen's Pawn Game: Torre Attack, GrÃ¼nfeld Variation, Main Line",1479,0,9,11,2,C0
1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Bd2,D31,"Semi-Slav Defense: Marshall Gambit, Main Line",1459,0,36,69,33,C3
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6,C49,"Four Knights Game: Spanish Variation, Symmetrical Variation",1451,0,27,20,-7,C2
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2 b6,E09,"Catalan Opening: Closed Variation, Traditional Variation",1441,0,49,47,-2,C4
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2,C17,"French Defense: Winawer Variation, Bogoljubow Variation",1435,0,23,49,26,C2
1. d4 d5 2. c4 Nc6 3. Nc3,D07,Queen's Gambit Declined: Chigorin Defense,1430,0,48,59,11,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Qd6,C69,"Ruy Lopez: Exchange Variation, Bronstein Variation",1422,0,19,36,17,C2
1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. a3 Nh6,C02,"French Defense: Advance Variation, Lputian Variation",1419,0,23,50,27,C2
1. d4 d5 2. c4 e5,D08,Queen's Gambit Declined: Albin Countergambit,1416,0,69,86,17,C3
1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2,E08,Catalan Opening: Closed,1414,0,32,36,4,C4
1. e4 c5 2. Nf3 Nf6 3. Nc3,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",1411,0,39,36,-3,C1
1. c4 e6 2. Nf3 Nf6 3. g3 a6,A15,"English Opening: Anglo-Indian Defense, Romanishin Variation",1409,0,32,40,8,C0
1. g3 d5 2. Bg2 c6,A00,Hungarian Opening: Slav Formation,1409,0,21,27,6,C0
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Nf3 a6,B01,Scandinavian Defense: Bronstein Variation,1406,0,99,97,-2,C1
1. e4 c5 2. d4 cxd4 3. c3 dxc3,B21,Sicilian Defense: Smith-Morra Gambit Accepted,1400,0,-25,-28,-3,C1
1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. a4 Bb4 6. e3 b5 7. Bd2 a5,D31,"Queen's Gambit Declined: Semi-Slav, Abrahams Variation",1399,0,32,41,9,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5 8. Qxd8+ Kxd8 9. Nc3 Bd7,C67,"Ruy Lopez: Berlin Defense, Berlin Wall",1399,0,17,28,11,C2
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O,E43,Nimzo-Indian Defense: St. Petersburg Variation,1397,0,24,25,1,C4
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3,E62,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",1382,0,32,45,13,C4
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8,B01,Scandinavian Defense: Valencian Variation,1372,0,73,77,4,C1
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4,C51,Italian Game: Evans Gambit Accepted,1360,0,-25,-14,11,C2
1. d4 d5 2. c4 c6 3. Nc3 dxc4,D10,Slav Defense,1353,0,26,27,1,C3
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6,D16,Slav Defense: Soultanbeieff Variation,1351,0,32,46,14,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 Bd7,C75,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",1343,0,45,50,5,C2
1. e4 c5 2. c4,B20,Sicilian Defense: Staunton-Cochrane Variation,1342,0,-5,1,6,C1
1. e4 c5 2. Nf3 a6 3. Nc3,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System",1342,0,36,33,-3,C1
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Re8,C92,"Ruy Lopez: Closed, Zaitsev System",1341,0,37,37,0,C2
1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4,A52,"Indian Defense: Budapest Defense, Rubinstein Variation",1338,0,43,114,71,C0
1. c4 Nf6 2. Nc3 c5 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7,A34,"English Opening: Symmetrical Variation, Rubinstein Variation",1336,0,17,54,37,C0
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6,D63,"Queen's Gambit Declined: Orthodox Defense, Main Line",1334,0,18,21,3,C3
1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. bxa6 g6 6. Nc3 Bxa6 7. Nf3 d6 8. e4 Bxf1 9. Kxf1 Bg7 10. g3 O-O 11. Kg2,A59,Benko Gambit Accepted: King Walk Variation,1334,0,79,81,2,C0
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 Bd6,D46,Semi-Slav Defense: Chigorin Defense,1332,0,54,73,19,C3
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O 7. O-O,E43,Nimzo-Indian Defense: St. Petersburg Variation,1330,0,22,21,-1,C4
1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7,A91,Dutch Defense: Classical Variation,1329,0,42,48,6,C0
1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4,C01,"French Defense: Exchange Variation, Monte Carlo Variation",1327,0,-23,-18,5,C2
1. d4 d5 2. c4 dxc4 3. Nf3 e6,D21,Queen's Gambit Accepted: Rosenthal Variation,1327,0,20,25,5,C3
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 d6 5. Bg2 O-O 6. O-O c5,E64,"King's Indian Defense: Fianchetto Variation, Yugoslav System",1327,0,31,40,9,C4
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4,C17,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",1325,0,61,97,36,C2
1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Bxd2+,E11,Bogo-Indian Defense: Exchange Variation,1320,0,27,32,5,C4
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7,D51,"Queen's Gambit Declined: Modern Variation, Knight Defense",1317,0,28,38,10,C3
1. d4 f5 2. Nc3 d5,A80,"Queen's Pawn Game: Veresov Attack, Dutch System",1312,0,43,44,1,C0
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4,C13,French Defense: Alekhine-Chatard Attack,1307,13,34,37,3,C2
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3,A25,"English Opening: King's English Variation, Closed System",1305,0,14,24,10,C0
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 e5 7. d5,E87,"King's Indian Defense: SÃ¤misch Variation, Closed Variation",1301,0,71,92,21,C4
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4 e6 7. Be3 Be7 8. Qe2,B89,Sicilian Defense: Velimirovic Attack,1288,0,50,49,-1,C1
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. f4,B82,"Sicilian Defense: Scheveningen Variation, Matanovic Attack",1287,0,46,41,-5,C1
1. e4 c5 2. Nf3 a6 3. c4,B28,"Sicilian Defense: O'Kelly Variation, MarÃ³czy Bind",1281,0,42,49,7,C1
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4,B03,Alekhine Defense: Four Pawns Attack,1276,0,61,116,55,C1
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Nh4,D17,"Slav Defense: Czech Variation, Bled Attack",1274,0,14,28,14,C3
1. d4 Nf6 2. c4 g6 3. f3 d5,D70,Neo-GrÃ¼nfeld Defense: Goglidze Attack,1273,0,46,57,11,C3
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 b6,E52,"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",1272,0,8,25,17,C4
1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O,A73,"Benoni Defense: Classical Variation, Main Line",1267,0,49,54,5,C0
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. g3,B56,"Sicilian Defense: Classical Variation, Fianchetto Variation",1265,0,18,14,-4,C1
1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3,D05,Rubinstein Opening,1265,0,12,17,5,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 h5,C69,"Ruy Lopez: Exchange Variation, Alapin Gambit",1264,0,0,29,29,C2
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O,D83,"GrÃ¼nfeld Defense: Brinckmann Attack, GrÃ¼nfeld Gambit",1263,0,14,42,28,C3
